gene_callers_id	Accession
148	VTP56226.1
149	VTP56224.1
150	VTP56222.1
151	VTP56220.1
152	VTP56218.1
153	VTP56216.1
154	VTP56214.1
155	VTP56212.1
156	VTP56210.1
157	VTP56208.1
158	VTP56206.1
159	VTP56204.1
160	VTP56202.1
161	VTP56200.1
162	VTP56198.1
163	VTP56196.1
164	VTP56194.1
165	VTP56192.1
166	VTP56190.1
167	VTP56188.1
168	VTP56186.1
169	VTP56184.1
170	VTP56182.1
171	VTP56180.1
172	VTP56178.1
173	VTP56176.1
174	VTP56174.1
175	VTP56172.1
176	VTP56170.1
177	VTP56168.1
178	VTP56166.1
179	VTP56164.1
180	VTP56162.1
181	VTP56160.1
182	VTP56158.1
183	VTP56156.1
184	VTP56154.1
185	VTP56152.1
186	VTP56150.1
187	VTP56148.1
188	VTP56146.1
189	VTP56144.1
190	VTP56142.1
191	VTP56140.1
192	VTP56138.1
193	VTP56136.1
194	VTP56134.1
195	VTP56132.1
196	VTP56130.1
197	VTP56128.1
198	VTP56126.1
199	VTP56124.1
200	VTP56122.1
201	VTP56120.1
202	VTP56118.1
203	VTP56116.1
204	VTP56114.1
205	VTP56112.1
206	VTP56110.1
207	VTP56108.1
208	VTP56106.1
209	VTP56104.1
210	VTP56102.1
211	VTP56100.1
212	VTP56098.1
213	VTP56096.1
214	VTP56094.1
215	VTP56092.1
216	VTP56090.1
217	VTP56088.1
218	VTP56086.1
219	VTP56084.1
220	VTP56082.1
221	VTP56080.1
222	VTP56078.1
223	VTP56076.1
224	VTP56074.1
225	VTP56072.1
226	VTP56070.1
227	VTP56068.1
228	VTP56066.1
229	VTP56064.1
230	VTP56062.1
231	VTP56060.1
232	VTP56058.1
233	VTP56056.1
234	VTP56054.1
235	VTP56052.1
236	VTP56050.1
237	VTP56048.1
238	VTP56046.1
239	VTP56044.1
240	VTP56042.1
241	VTP56040.1
242	VTP56038.1
243	VTP56036.1
244	VTP56034.1
245	VTP56032.1
246	VTP54748.1
247	VTP54746.1
248	VTP54744.1
249	VTP54742.1
250	VTP54740.1
251	VTP54738.1
252	VTP54736.1
253	VTP54734.1
254	VTP54732.1
255	VTP54730.1
256	VTP54728.1
257	VTP54726.1
258	VTP54724.1
259	VTP54722.1
260	VTP54720.1
261	VTP54718.1
262	VTP54716.1
263	VTP54714.1
264	VTP54712.1
265	VTP54710.1
266	VTP54708.1
267	VTP54706.1
268	VTP54704.1
269	VTP54702.1
270	VTP54700.1
271	VTP54698.1
272	VTP54696.1
273	VTP54692.1
274	VTP54690.1
275	VTP54688.1
276	VTP54686.1
277	VTP54684.1
278	VTP54682.1
279	VTP54680.1
280	VTP54678.1
281	VTP54676.1
282	VTP54674.1
283	VTP54672.1
284	VTP54670.1
285	VTP54668.1
286	VTP54666.1
287	VTP54665.1
288	VTP54663.1
289	VTP54661.1
290	VTP54659.1
291	VTP54657.1
292	VTP54655.1
293	VTP54653.1
294	VTP54651.1
295	VTP54649.1
296	VTP54647.1
297	VTP54645.1
298	VTP54643.1
299	VTP54641.1
300	VTP54639.1
301	VTP54636.1
302	VTP54634.1
303	VTP54632.1
304	VTP54630.1
305	VTP54628.1
306	VTP54626.1
307	VTP54624.1
308	VTP54622.1
309	VTP54620.1
310	VTP54618.1
311	VTP54616.1
312	VTP54614.1
313	VTP54612.1
314	VTP54610.1
315	VTP54608.1
316	VTP54606.1
317	VTP54604.1
318	VTP54602.1
319	VTP54600.1
320	VTP54598.1
321	VTP54596.1
322	VTP54594.1
323	VTP54592.1
324	VTP54591.1
325	VTP54589.1
326	VTP54587.1
327	VTP54585.1
328	VTP54583.1
329	VTP54581.1
330	VTP54579.1
331	VTP54577.1
332	VTP54575.1
333	VTP54573.1
334	VTP54571.1
335	VTP54569.1
336	VTP54567.1
337	VTP54565.1
338	VTP54563.1
339	VTP54561.1
340	VTP54559.1
341	VTP54557.1
342	VTP54555.1
343	VTP54553.1
344	VTP54551.1
345	VTP54549.1
346	VTP54547.1
347	VTP54545.1
348	VTP54543.1
349	VTP54541.1
350	VTP54539.1
351	VTP54537.1
352	VTP54535.1
353	VTP54533.1
354	VTP54531.1
355	VTP54529.1
356	VTP54527.1
357	VTP54525.1
358	VTP54523.1
359	VTP54521.1
360	VTP54519.1
361	VTP54517.1
362	VTP54515.1
363	VTP54513.1
364	VTP54509.1
365	VTP54507.1
366	VTP54505.1
367	VTP54503.1
368	VTP54501.1
369	VTP54500.1
370	VTP54498.1
371	VTP54496.1
372	VTP54494.1
373	VTP50028.1
374	VTP50027.1
375	VTP50026.1
376	VTP50025.1
377	VTP50024.1
378	VTP50023.1
379	VTP50022.1
380	VTP50021.1
381	VTP50020.1
382	VTP50019.1
383	VTP50018.1
384	VTP50017.1
385	VTP50016.1
386	VTP50015.1
387	VTP50014.1
388	VTP50013.1
389	VTP50012.1
390	VTP50011.1
391	VTP50010.1
392	VTP50009.1
393	VTP50008.1
394	VTP50007.1
395	VTP50006.1
396	VTP50005.1
397	VTP50004.1
398	VTP50003.1
399	VTP50002.1
400	VTP50001.1
401	VTP50000.1
402	VTP49999.1
403	VTP49998.1
404	VTP56770.1
405	VTP56766.1
406	VTP56764.1
407	VTP56762.1
408	VTP56760.1
409	VTP56758.1
410	VTP56756.1
411	VTP56754.1
412	VTP56752.1
413	VTP56750.1
414	VTP56748.1
415	VTP56746.1
416	VTP56744.1
417	VTP56742.1
418	VTP56740.1
419	VTP56738.1
420	VTP56736.1
421	VTP56734.1
422	VTP56732.1
423	VTP56730.1
424	VTP56728.1
425	VTP56726.1
426	VTP56724.1
427	VTP56722.1
428	VTP56720.1
429	VTP56718.1
430	VTP56716.1
431	VTP56714.1
432	VTP56712.1
433	VTP56710.1
434	VTP56708.1
435	VTP56706.1
436	VTP56704.1
437	VTP56702.1
438	VTP56700.1
439	VTP56698.1
440	VTP56696.1
441	VTP56694.1
442	VTP56692.1
443	VTP56690.1
444	VTP56688.1
445	VTP56686.1
446	VTP56684.1
447	VTP56682.1
448	VTP56680.1
449	VTP56678.1
450	VTP56676.1
451	VTP56674.1
452	VTP56672.1
453	VTP56670.1
454	VTP56666.1
455	VTP56664.1
456	VTP56662.1
457	VTP56660.1
458	VTP56658.1
459	VTP56656.1
460	VTP56654.1
461	VTP56652.1
462	VTP56650.1
463	VTP56648.1
464	VTP56646.1
465	VTP56644.1
466	VTP56642.1
467	VTP56640.1
468	VTP56638.1
469	VTP56636.1
470	VTP56634.1
471	VTP56632.1
472	VTP56630.1
473	VTP56629.1
474	VTP56627.1
475	VTP56625.1
476	VTP56623.1
477	VTP56621.1
478	VTP56619.1
479	VTP56617.1
480	VTP56615.1
481	VTP56613.1
482	VTP56611.1
483	VTP56609.1
484	VTP56607.1
485	VTP56605.1
486	VTP56603.1
487	VTP56601.1
488	VTP53646.1
489	VTP52134.1
490	VTP52136.1
491	VTP52138.1
492	VTP52140.1
493	VTP52142.1
494	VTP52144.1
495	VTP52146.1
496	VTP52148.1
497	VTP52150.1
498	VTP52152.1
499	VTP52154.1
500	VTP52156.1
501	VTP52158.1
502	VTP52160.1
503	VTP52162.1
504	VTP52164.1
505	VTP52166.1
506	VTP52168.1
507	VTP52170.1
508	VTP52174.1
509	VTP52176.1
510	VTP52178.1
511	VTP52180.1
512	VTP52182.1
513	VTP52184.1
514	VTP52186.1
515	VTP52188.1
516	VTP52190.1
517	VTP52192.1
518	VTP52195.1
519	VTP52197.1
520	VTP52199.1
521	VTP52201.1
522	VTP52203.1
523	VTP52205.1
524	VTP52207.1
525	VTP52209.1
526	VTP52211.1
527	VTP52213.1
528	VTP52216.1
529	VTP52218.1
530	VTP52220.1
531	VTP52222.1
532	VTP52224.1
533	VTP52226.1
534	VTP52228.1
535	VTP52230.1
536	VTP52232.1
537	VTP52234.1
538	VTP52236.1
539	VTP52238.1
540	VTP52240.1
541	VTP52242.1
542	VTP52244.1
543	VTP52246.1
544	VTP52250.1
545	VTP52252.1
546	VTP52254.1
547	VTP52256.1
548	VTP52258.1
549	VTP52260.1
550	VTP52262.1
551	VTP52264.1
552	VTP52266.1
553	VTP52268.1
554	VTP52270.1
555	VTP52272.1
556	VTP52274.1
557	VTP52276.1
558	VTP52278.1
559	VTP52280.1
560	VTP52282.1
561	VTP52284.1
562	VTP56522.1
563	VTP53630.1
564	VTP53629.1
565	VTP53628.1
566	VTP53626.1
567	VTP53624.1
568	VTP53622.1
569	VTP53620.1
570	VTP53618.1
571	VTP53616.1
572	VTP53614.1
573	VTP53612.1
574	VTP53610.1
575	VTP53608.1
576	VTP53606.1
577	VTP53604.1
578	VTP53602.1
579	VTP53600.1
580	VTP53598.1
581	VTP53596.1
582	VTP53594.1
583	VTP53592.1
584	VTP53590.1
585	VTP53588.1
586	VTP53586.1
587	VTP53584.1
588	VTP53582.1
589	VTP53580.1
590	VTP53578.1
591	VTP53576.1
592	VTP53574.1
593	VTP53572.1
594	VTP53570.1
595	VTP53568.1
596	VTP53566.1
597	VTP53564.1
598	VTP53562.1
599	VTP53560.1
600	VTP53558.1
601	VTP53556.1
602	VTP53554.1
603	VTP53552.1
604	VTP53550.1
605	VTP53548.1
606	VTP53546.1
607	VTP53544.1
608	VTP53542.1
609	VTP53540.1
610	VTP53538.1
611	VTP53536.1
612	VTP53534.1
613	VTP53532.1
614	VTP53530.1
615	VTP53528.1
616	VTP53524.1
617	VTP53522.1
618	VTP53520.1
619	VTP53518.1
620	VTP53516.1
621	VTP53514.1
622	VTP53512.1
623	VTP53510.1
624	VTP53508.1
625	VTP53506.1
626	VTP53504.1
627	VTP53502.1
628	VTP53500.1
629	VTP53498.1
630	VTP53497.1
631	VTP53495.1
632	VTP53493.1
633	VTP53491.1
634	VTP53489.1
635	VTP53487.1
636	VTP53485.1
637	VTP53483.1
638	VTP53481.1
639	VTP53479.1
640	VTP53477.1
641	VTP53475.1
642	VTP50175.1
643	VTP50174.1
644	VTP50173.1
645	VTP50172.1
646	VTP50171.1
647	VTP50170.1
648	VTP50169.1
649	VTP50168.1
650	VTP50167.1
651	VTP50166.1
652	VTP50165.1
653	VTP50164.1
654	VTP50163.1
655	VTP50162.1
656	VTP50161.1
657	VTP50160.1
658	VTP50159.1
659	VTP50158.1
660	VTP50157.1
661	VTP50156.1
662	VTP50155.1
663	VTP50154.1
664	VTP50153.1
665	VTP50151.1
666	VTP50150.1
667	VTP50149.1
668	VTP50148.1
669	VTP50147.1
670	VTP50146.1
671	VTP50145.1
672	VTP50144.1
673	VTP50143.1
674	VTP50142.1
675	VTP50141.1
676	VTP50140.1
677	VTP50139.1
678	VTP50138.1
679	VTP50137.1
680	VTP50136.1
681	VTP50135.1
682	VTP50134.1
683	VTP50133.1
684	VTP50132.1
685	VTP50131.1
686	VTP50130.1
687	VTP50129.1
688	VTP50128.1
689	VTP50127.1
690	VTP50126.1
691	VTP50125.1
692	VTP50124.1
693	VTP50123.1
694	VTP50122.1
695	VTP50121.1
696	VTP50120.1
697	VTP50119.1
698	VTP50118.1
699	VTP50117.1
700	VTP50116.1
701	VTP50115.1
702	VTP50113.1
703	VTP50112.1
704	VTP50111.1
705	VTP50110.1
706	VTP50109.1
707	VTP50108.1
708	VTP50107.1
709	VTP50106.1
710	VTP50105.1
711	VTP50104.1
712	VTP50103.1
713	VTP50102.1
714	VTP50101.1
715	VTP50100.1
716	VTP50099.1
717	VTP50098.1
718	VTP50097.1
720	VTP55237.1
722	VTP50662.1
723	VTP50661.1
724	VTP50660.1
725	VTP50659.1
726	VTP50658.1
727	VTP50657.1
728	VTP50656.1
729	VTP50655.1
730	VTP50654.1
731	VTP50653.1
732	VTP50652.1
733	VTP50651.1
734	VTP50650.1
735	VTP50649.1
736	VTP50648.1
737	VTP50647.1
738	VTP50646.1
739	VTP50645.1
740	VTP50644.1
741	VTP50643.1
742	VTP50642.1
743	VTP50641.1
744	VTP50640.1
745	VTP50639.1
746	VTP50638.1
747	VTP50637.1
748	VTP50636.1
749	VTP50635.1
750	VTP50634.1
751	VTP50633.1
752	VTP50632.1
753	VTP50631.1
754	VTP50630.1
755	VTP50629.1
756	VTP50628.1
757	VTP50627.1
758	VTP50626.1
759	VTP50625.1
760	VTP50624.1
761	VTP50623.1
762	VTP50622.1
763	VTP50621.1
764	VTP50620.1
765	VTP50619.1
766	VTP50618.1
767	VTP50617.1
768	VTP50616.1
769	VTP50615.1
770	VTP50614.1
771	VTP50613.1
772	VTP50612.1
773	VTP50611.1
774	VTP50610.1
775	VTP50609.1
776	VTP50608.1
777	VTP50607.1
778	VTP50606.1
779	VTP50605.1
780	VTP50604.1
781	VTP50603.1
782	VTP50602.1
783	VTP50601.1
784	VTP50600.1
785	VTP50599.1
786	VTP50598.1
787	VTP50597.1
788	VTP50596.1
789	VTP50595.1
790	VTP55588.1
791	VTP50030.1
792	VTP50031.1
793	VTP50032.1
794	VTP50033.1
795	VTP50034.1
796	VTP50035.1
797	VTP50036.1
798	VTP50037.1
799	VTP50038.1
800	VTP50039.1
801	VTP50040.1
802	VTP50041.1
803	VTP50042.1
804	VTP50043.1
805	VTP50044.1
806	VTP50045.1
807	VTP50046.1
808	VTP50047.1
809	VTP50048.1
810	VTP50049.1
811	VTP50050.1
812	VTP50051.1
813	VTP50052.1
814	VTP50053.1
815	VTP50054.1
816	VTP50055.1
817	VTP50056.1
818	VTP50057.1
819	VTP50058.1
820	VTP50059.1
821	VTP50060.1
822	VTP50061.1
823	VTP50062.1
824	VTP50063.1
825	VTP50064.1
826	VTP50065.1
827	VTP50066.1
828	VTP50067.1
829	VTP50068.1
830	VTP50069.1
831	VTP50070.1
832	VTP50071.1
833	VTP50072.1
834	VTP50073.1
835	VTP50074.1
836	VTP50075.1
837	VTP50076.1
838	VTP50077.1
839	VTP50078.1
840	VTP50079.1
841	VTP50080.1
842	VTP50081.1
843	VTP50082.1
844	VTP50083.1
845	VTP50084.1
846	VTP50085.1
847	VTP50086.1
848	VTP50087.1
849	VTP50088.1
850	VTP50089.1
851	VTP50090.1
852	VTP50091.1
853	VTP50092.1
854	VTP50093.1
855	VTP50094.1
856	VTP50095.1
857	VTP53771.1
858	VTP53769.1
859	VTP53767.1
860	VTP53765.1
861	VTP53763.1
862	VTP53761.1
863	VTP53759.1
864	VTP53757.1
865	VTP53755.1
866	VTP53753.1
867	VTP53751.1
868	VTP53749.1
869	VTP53747.1
870	VTP53745.1
871	VTP53743.1
872	VTP53741.1
873	VTP53739.1
874	VTP53737.1
875	VTP53735.1
876	VTP53733.1
877	VTP53731.1
878	VTP53729.1
879	VTP53727.1
880	VTP53725.1
881	VTP53723.1
882	VTP53721.1
883	VTP53719.1
884	VTP53717.1
885	VTP53715.1
886	VTP53713.1
887	VTP53711.1
888	VTP53709.1
889	VTP53707.1
890	VTP53705.1
891	VTP53703.1
892	VTP53701.1
893	VTP53699.1
894	VTP53697.1
895	VTP53695.1
896	VTP53693.1
897	VTP53691.1
898	VTP53689.1
899	VTP53687.1
900	VTP53685.1
901	VTP53683.1
902	VTP53681.1
903	VTP53679.1
904	VTP53677.1
905	VTP53675.1
906	VTP53673.1
907	VTP53671.1
908	VTP53669.1
909	VTP53667.1
910	VTP53665.1
911	VTP53663.1
912	VTP53661.1
913	VTP53659.1
914	VTP53657.1
915	VTP53653.1
916	VTP53651.1
917	VTP53649.1
918	VTP53648.1
919	VTP53647.1
920	VTP53646.1
921	VTP54239.1
922	VTP54237.1
923	VTP54235.1
924	VTP54233.1
925	VTP54231.1
926	VTP54229.1
927	VTP54227.1
928	VTP54225.1
929	VTP54223.1
930	VTP54221.1
931	VTP54219.1
932	VTP54217.1
933	VTP54215.1
934	VTP54213.1
935	VTP54211.1
936	VTP54209.1
937	VTP54207.1
938	VTP54205.1
939	VTP54203.1
940	VTP54201.1
941	VTP54199.1
942	VTP54197.1
943	VTP54195.1
944	VTP54193.1
945	VTP54191.1
946	VTP54189.1
947	VTP54187.1
948	VTP54185.1
949	VTP54183.1
950	VTP54181.1
951	VTP54179.1
952	VTP54177.1
953	VTP54175.1
954	VTP54173.1
955	VTP54171.1
956	VTP54169.1
957	VTP54167.1
958	VTP54165.1
959	VTP54163.1
960	VTP54161.1
961	VTP54159.1
962	VTP54157.1
963	VTP54155.1
964	VTP54153.1
965	VTP54151.1
966	VTP54149.1
967	VTP54147.1
968	VTP54145.1
969	VTP54143.1
970	VTP54141.1
971	VTP54139.1
972	VTP54137.1
973	VTP54135.1
974	VTP54133.1
975	VTP54131.1
976	VTP54129.1
977	VTP54127.1
978	VTP54125.1
979	VTP55064.1
980	VTP55062.1
981	VTP55060.1
982	VTP55058.1
983	VTP55056.1
984	VTP55054.1
985	VTP55052.1
986	VTP55050.1
987	VTP55048.1
988	VTP55046.1
989	VTP55044.1
990	VTP55042.1
991	VTP55040.1
992	VTP55038.1
993	VTP55036.1
994	VTP55034.1
995	VTP55032.1
996	VTP55030.1
997	VTP55028.1
998	VTP55026.1
999	VTP55024.1
1000	VTP55022.1
1001	VTP55020.1
1002	VTP55018.1
1003	VTP55016.1
1004	VTP55014.1
1005	VTP55012.1
1006	VTP55010.1
1007	VTP55008.1
1008	VTP55006.1
1009	VTP55004.1
1010	VTP55002.1
1011	VTP55000.1
1012	VTP54998.1
1013	VTP54996.1
1014	VTP54994.1
1015	VTP54992.1
1016	VTP54990.1
1017	VTP54988.1
1018	VTP54986.1
1019	VTP54984.1
1020	VTP54982.1
1021	VTP54980.1
1022	VTP54978.1
1023	VTP54976.1
1024	VTP54975.1
1025	VTP54973.1
1026	VTP54971.1
1027	VTP54969.1
1028	VTP55588.1
1029	VTP50495.1
1030	VTP50494.1
1031	VTP50493.1
1032	VTP50492.1
1033	VTP50491.1
1034	VTP50490.1
1035	VTP50489.1
1036	VTP50488.1
1037	VTP50487.1
1038	VTP50486.1
1039	VTP50485.1
1040	VTP50484.1
1041	VTP50483.1
1042	VTP50482.1
1043	VTP50481.1
1044	VTP50480.1
1045	VTP50479.1
1046	VTP50478.1
1047	VTP50477.1
1048	VTP50476.1
1049	VTP50475.1
1050	VTP50474.1
1051	VTP50473.1
1052	VTP50472.1
1053	VTP50471.1
1054	VTP50470.1
1055	VTP50469.1
1056	VTP50468.1
1057	VTP50467.1
1058	VTP50466.1
1059	VTP50465.1
1060	VTP50464.1
1061	VTP50463.1
1062	VTP50462.1
1063	VTP50461.1
1064	VTP50460.1
1065	VTP50459.1
1066	VTP50458.1
1067	VTP50457.1
1068	VTP50456.1
1069	VTP50455.1
1070	VTP50454.1
1071	VTP50453.1
1072	VTP50452.1
1073	VTP50451.1
1074	VTP50450.1
1075	VTP50449.1
1076	VTP50448.1
1077	VTP50447.1
1078	VTP50446.1
1079	VTP50445.1
1080	VTP56599.1
1081	VTP56597.1
1082	VTP56595.1
1083	VTP56593.1
1084	VTP56591.1
1085	VTP56589.1
1086	VTP56588.1
1087	VTP56586.1
1088	VTP56584.1
1089	VTP56582.1
1090	VTP56580.1
1091	VTP56578.1
1092	VTP56576.1
1093	VTP56574.1
1094	VTP56572.1
1095	VTP56570.1
1096	VTP56568.1
1097	VTP56566.1
1098	VTP56564.1
1099	VTP56562.1
1100	VTP56560.1
1101	VTP56558.1
1102	VTP56556.1
1103	VTP56554.1
1104	VTP56552.1
1105	VTP56550.1
1106	VTP56548.1
1107	VTP56546.1
1109	VTP56544.1
1110	VTP56542.1
1111	VTP56540.1
1112	VTP56538.1
1113	VTP56536.1
1114	VTP56534.1
1115	VTP56532.1
1116	VTP56530.1
1117	VTP56528.1
1118	VTP56526.1
1119	VTP56524.1
1120	VTP54123.1
1121	VTP50402.1
1122	VTP50401.1
1123	VTP50400.1
1124	VTP50399.1
1125	VTP50398.1
1126	VTP50397.1
1127	VTP50396.1
1128	VTP50395.1
1129	VTP50394.1
1130	VTP50393.1
1131	VTP50392.1
1132	VTP50391.1
1133	VTP50390.1
1134	VTP50389.1
1135	VTP50388.1
1136	VTP50387.1
1137	VTP50386.1
1138	VTP50385.1
1139	VTP50384.1
1140	VTP50383.1
1141	VTP50382.1
1142	VTP50381.1
1143	VTP50380.1
1145	VTP50379.1
1146	VTP50378.1
1147	VTP50377.1
1148	VTP50376.1
1149	VTP50375.1
1150	VTP50374.1
1151	VTP50373.1
1152	VTP50372.1
1153	VTP50371.1
1154	VTP50370.1
1155	VTP50369.1
1156	VTP50368.1
1157	VTP50367.1
1158	VTP50366.1
1159	VTP50365.1
1160	VTP50364.1
1161	VTP50363.1
1162	VTP50362.1
1164	VTP53887.1
1165	VTP53885.1
1166	VTP53883.1
1167	VTP53881.1
1168	VTP53877.1
1169	VTP53875.1
1170	VTP53873.1
1171	VTP53871.1
1172	VTP53869.1
1173	VTP53867.1
1174	VTP53865.1
1175	VTP53863.1
1176	VTP53861.1
1177	VTP53859.1
1178	VTP53857.1
1179	VTP53855.1
1180	VTP53853.1
1181	VTP53851.1
1182	VTP53849.1
1183	VTP53847.1
1184	VTP53845.1
1185	VTP53843.1
1186	VTP53841.1
1187	VTP53839.1
1188	VTP53837.1
1189	VTP53835.1
1190	VTP53833.1
1191	VTP53831.1
1192	VTP53829.1
1193	VTP53827.1
1194	VTP53823.1
1195	VTP53821.1
1196	VTP53819.1
1197	VTP53817.1
1198	VTP53815.1
1199	VTP53813.1
1200	VTP53811.1
1201	VTP53809.1
1202	VTP53213.1
1203	VTP53807.1
1204	VTP52284.1
1205	VTP52286.1
1206	VTP52288.1
1207	VTP52290.1
1208	VTP52292.1
1209	VTP52294.1
1210	VTP52296.1
1211	VTP52298.1
1212	VTP52300.1
1213	VTP52302.1
1214	VTP52304.1
1215	VTP52306.1
1216	VTP52308.1
1217	VTP52310.1
1218	VTP52312.1
1219	VTP52314.1
1220	VTP52316.1
1221	VTP52318.1
1222	VTP52320.1
1223	VTP52322.1
1224	VTP52324.1
1225	VTP52326.1
1226	VTP52328.1
1227	VTP52330.1
1228	VTP52332.1
1229	VTP52334.1
1230	VTP52336.1
1231	VTP52338.1
1232	VTP52340.1
1233	VTP52342.1
1234	VTP52344.1
1235	VTP52346.1
1236	VTP52348.1
1237	VTP52350.1
1238	VTP52352.1
1239	VTP52354.1
1240	VTP56522.1
1241	VTP55964.1
1242	VTP55966.1
1243	VTP55968.1
1244	VTP55970.1
1245	VTP55972.1
1246	VTP55974.1
1247	VTP55976.1
1248	VTP55978.1
1249	VTP55980.1
1250	VTP55982.1
1251	VTP55984.1
1252	VTP55986.1
1253	VTP55988.1
1254	VTP55990.1
1255	VTP55992.1
1256	VTP55994.1
1257	VTP55996.1
1258	VTP55998.1
1259	VTP56000.1
1260	VTP56002.1
1261	VTP56004.1
1262	VTP56006.1
1263	VTP56008.1
1264	VTP56010.1
1265	VTP56012.1
1266	VTP56014.1
1267	VTP56016.1
1268	VTP56018.1
1269	VTP56020.1
1270	VTP56022.1
1271	VTP56024.1
1272	VTP56026.1
1273	VTP56028.1
1275	VTP55237.1
1276	VTP55147.1
1277	VTP55149.1
1278	VTP55151.1
1279	VTP55153.1
1280	VTP55155.1
1281	VTP55157.1
1282	VTP55159.1
1283	VTP55161.1
1284	VTP55163.1
1285	VTP55165.1
1286	VTP55167.1
1287	VTP55169.1
1288	VTP55171.1
1289	VTP55173.1
1290	VTP55175.1
1291	VTP55177.1
1292	VTP55179.1
1293	VTP55181.1
1294	VTP55183.1
1295	VTP55185.1
1296	VTP55187.1
1297	VTP55189.1
1298	VTP55191.1
1299	VTP55193.1
1300	VTP55195.1
1301	VTP55197.1
1303	VTP53073.1
1304	VTP53071.1
1305	VTP53069.1
1306	VTP53067.1
1307	VTP53065.1
1308	VTP53063.1
1309	VTP53061.1
1310	VTP53059.1
1311	VTP53057.1
1312	VTP53055.1
1313	VTP53053.1
1314	VTP53051.1
1315	VTP53049.1
1316	VTP53047.1
1317	VTP53045.1
1318	VTP53043.1
1319	VTP53041.1
1320	VTP53039.1
1321	VTP53037.1
1322	VTP53035.1
1323	VTP53034.1
1324	VTP53032.1
1325	VTP53030.1
1326	VTP53028.1
1327	VTP53026.1
1328	VTP53024.1
1329	VTP53022.1
1330	VTP53020.1
1331	VTP53018.1
1332	VTP54080.1
1333	VTP54082.1
1334	VTP54084.1
1335	VTP54086.1
1336	VTP54088.1
1337	VTP54090.1
1339	VTP54092.1
1340	VTP54094.1
1341	VTP54096.1
1342	VTP54098.1
1343	VTP54100.1
1344	VTP54102.1
1345	VTP54104.1
1346	VTP54106.1
1347	VTP54108.1
1348	VTP54110.1
1349	VTP54112.1
1350	VTP54114.1
1351	VTP54116.1
1352	VTP54118.1
1353	VTP54120.1
1354	VTP54121.1
1355	VTP55311.1
1356	VTP51726.1
1357	VTP51724.1
1358	VTP51722.1
1359	VTP51720.1
1360	VTP51718.1
1361	VTP51716.1
1362	VTP51714.1
1363	VTP51712.1
1364	VTP51710.1
1365	VTP51708.1
1366	VTP51706.1
1367	VTP51704.1
1368	VTP51700.1
1369	VTP51698.1
